,index,token_idx,token
9198,883,2,朗
9199,884,0,như
9200,884,1,con
9201,884,2,ma
9202,884,3,tơi
9203,884,4,có
9204,884,5,ngày
9205,884,6,ném
9206,884,7,cho
9207,884,8,cái
9208,884,9,cốc
9209,884,10,vào
9210,884,11,mặt
9211,884,12,thì
9212,884,13,đừng
9213,884,14,trách
9214,885,0,ổng
9215,885,1,để
9216,885,2,móng
9217,885,3,có
9218,885,4,1
9219,885,5,bàn tay
9220,885,6,thôi
9221,885,7,còn
9222,885,8,bàn tay
9223,885,9,kia
9224,885,10,vẫn
9225,885,11,sạch sẽ
9226,885,12,bình thường
9227,885,13,mà
9228,885,14,các
9229,885,15,cụ
9230,885,16,cứ
9231,885,17,hỏi
9232,885,18,chùi
9233,885,19,đít
9234,885,20,","
9235,885,21,đanh
9236,885,22,răng
9237,885,23,","
9238,885,24,quay
9239,885,25,tay
9240,885,26,kiểu
9241,885,27,gì
9242,885,28,là
9243,885,29,sao
9244,885,30,:))
9245,886,0,chỉ
9246,886,1,thấy
9247,886,2,mất dạy
9248,887,0,vì
9249,887,1,nó
9250,887,2,biết
9251,887,3,mày
9252,887,4,còn
9253,887,5,2
9254,887,6,quả
9255,887,7,thận
9256,887,8,thôi
9257,887,9,con
9258,887,10,ạ
9259,887,11,rửa
9260,887,12,mặt
9261,887,13,đi
9262,887,14,:
9263,887,15,vậy
9264,888,0,tiền
9265,888,1,cắt
9266,888,2,tóc
9267,888,3,như
9268,888,4,kia
9269,888,5,đủ
9270,888,6,mua
9271,888,7,giày
9272,888,8,rồi
9273,888,9,:v
9274,889,0,trên
9275,889,1,phim
9276,889,2,thôi
9277,889,3,ngoài
9278,889,4,đời
9279,889,5,thì
9280,889,6,đứa
9281,889,7,con
9282,889,8,gái
9283,889,9,uống
9284,889,10,xong
9285,889,11,ngất
9286,889,12,luôn
9287,889,13,","
9288,889,14,hôm
9289,889,15,sau
9290,889,16,thì
9291,889,17,bị
9292,889,18,bán
9293,889,19,mẹ
9294,889,20,sang
9295,889,21,trung quốc
9296,890,0,đấy
9297,890,1,cổ tích
9298,890,2,như thế
9299,890,3,có
9300,890,4,mà
9301,890,5,dân
9302,890,6,lại
9303,890,7,ngồi
9304,890,8,hết
9305,890,9,lên
9306,890,10,đầu
9307,890,11,pháp luật
9308,890,12,tai nạn
9309,890,13,tăng
9310,890,14,không
9311,890,15,ngừng nghỉ
9312,890,16,ấy
9313,890,17,chứ
9314,890,18,.
9315,891,0,nếu
9316,891,1,không
9317,891,2,có
9318,891,3,lòng
9319,891,4,yêu thương
9320,891,5,","
9321,891,6,thì
9322,891,7,đừng nuôi
9323,892,0,định mệnh
9324,892,1,gớm
9325,892,2,vãi
9326,892,3,冷 冷 冷
9327,893,0,kiểu
9328,893,1,xem
9329,893,2,đứa
9330,893,3,nào
9331,893,4,thắng
9332,893,5,!
9333,894,0,èo
9334,894,1,","
9335,894,2,ngọt
9336,894,3,quá
9337,894,4,đi
9338,895,0,lấy
9339,895,1,vợ
9340,895,2,xong
9341,895,3,bị
9342,895,4,tàn phá
9343,895,5,là
9344,895,6,có
9345,895,7,thật
9346,895,8,
9347,895,9,béo
9348,895,10,vãi
9349,895,11, 
9350,895,12,chưởng
9351,896,0,nếu
9352,896,1,người
9353,896,2,ta
9354,896,3,sai
9355,896,4,thì
9356,896,5,gọi
9357,896,6,công an
9358,896,7,xử lý
9359,896,8,còn
9360,896,9,không
9361,896,10,thì
9362,896,11,bạn
9363,896,12,không
9364,896,13,có
9365,896,14,quyền
9366,896,15,nhé
9367,897,0,t
9368,897,1,thề
9369,897,2,hồi
9370,897,3,nhỏ
9371,897,4,qua
9372,897,5,nhà
9373,897,6,ông
9374,897,7,hàng xóm
9375,897,8,vá
9376,897,9,xe
9377,897,10,tao
9378,897,11,bị
9379,897,12,con
9380,897,13,ngỗng
9381,897,14,dí
9382,897,15,chạy
9383,897,16,xúc
9384,897,17,quần
9385,897,18,quanh
9386,897,19,nhà
9387,897,20,ổng
9388,897,21,vừa
9389,897,22,chạy
9390,897,23,vừa
9391,897,24,la làng
9392,897,25,tới
9393,897,26,giờ
9394,897,27,nhớ
9395,897,28,lại
9396,897,29,vẫn
9397,897,30,còn
9398,897,31,hãi
9399,897,32,
9400,897,33,
9401,897,34,
9402,898,0,nó
9403,898,1,bướng
9404,898,2,vãi
9405,898,3,cứ
9406,898,4,làm
9407,898,5,theo
9408,898,6,ý
9409,898,7,mình
9410,899,0,nghe
9411,899,1,như
9412,899,2,hát
9413,899,3,trầu văn
9414,900,0,đúng
9415,900,1,rồi
9416,900,2,mà
9417,900,3,kệ
9418,900,4,nó
9419,900,5,tao
9420,900,6,đéo
9421,900,7,quan tâm
9422,900,8,chụp
9423,900,9,cho
9424,900,10,ai
9425,900,11,thì
9426,900,12,chụp
9427,901,0,nhà
9428,901,1,có
9429,901,2,người
9430,901,3,già
9431,901,4,vui
9432,901,5,thật
9433,901,6,nhỉ
9434,901,7,藍
9435,901,8,
9436,902,0,tao
9437,902,1,nấu
9438,902,2,củi
9439,902,3,chưa
9440,902,4,nấu
9441,902,5,bằng
9442,902,6,rơm
9443,902,7,bao giờ
9444,902,8,
9445,903,0,bếp
9446,903,1,dầu
9447,903,2,trước kia
9448,903,3,tôi
9449,903,4,đã
9450,903,5,thuờg
9451,903,6,dùng
9452,904,0,@username
9453,904,1,đồng nghiệp
9454,904,2,tốt
9455,905,0,đời
9456,905,1,tao
9457,905,2,ghét
9458,905,3,con
9459,905,4,súc sinh
9460,905,5,này
9461,905,6,vãi
9462,905,7,..
9463,906,0,nhiều
9464,906,1,khi
9465,906,2,tao
9466,906,3,tự vấn
9467,906,4,tao
9468,906,5,làm
9469,906,6,gì
9470,906,7,sai
9471,906,8,mà
9472,906,9,mỗi
9473,906,10,lần
9474,906,11,tao
9475,906,12,đi
9476,906,13,qua
9477,906,14,nó
9478,906,15,là
9479,906,16,y như rằng
9480,906,17,tao
9481,906,18,phải
9482,906,19,chạy
9483,906,20,như
9484,906,21,chó
9485,906,22,chứ
9486,906,23,không thể nào
9487,906,24,hiên ngang
9488,906,25,đi
9489,906,26,1
9490,906,27,cách
9491,906,28,như
9492,906,29,người
9493,906,30,bình thường
9494,907,0,ờ
9495,907,1,phải
9496,907,2,rồi
9497,907,3,","
9498,907,4,nói
9499,907,5,hay
9500,907,6,lắm
9501,907,7,đến
9502,907,8,lúc
9503,907,9,nó
9504,907,10,đậu
9505,907,11,trước
9506,907,12,cửa
9507,907,13,nhà
9508,907,14,mình
9509,907,15,cả
9510,907,16,ngày
9511,907,17,xem
9512,907,18,có
9513,907,19,nhảy
9514,907,20,lên
9515,907,21,như
9516,907,22,khỉ
9517,907,23,đỏ
9518,907,24,đít
9519,907,25,không
9520,907,26,?
9521,908,0,tạm biệt
9522,908,1,sếp
9523,908,2,và
9524,908,3,mong
9525,908,4,sớm
9526,908,5,có
9527,908,6,ngày
9528,908,7,sếp
9529,908,8,quay
9530,908,9,lại
9531,908,10,...
9532,909,0,tao
9533,909,1,dễ thương
9534,909,2,nhưng
9535,909,3,vẫn
9536,909,4,ế
9537,909,5,đây
9538,909,6,này
9539,909,7,mơ mộng
9540,909,8,ít
9541,909,9,thôi
9542,910,0,má
9543,910,1,","
9544,910,2,dume
9545,910,3,cười
9546,910,4,ỉa
9547,910,5,:))))
9548,911,0,bà
9549,911,1,mẹ
9550,911,2,tháng
9551,911,3,cô hồn
9552,911,4,nghèo rớt mồng tơi
9553,911,5,mà
9554,911,6,cứ
9555,911,7,chiếu phim
9556,911,8,tiền
9557,911,9,đâu
9558,911,10,mà
9559,911,11,coi
9560,911,12,trời
9561,911,13,oi
9562,911,14,là
9563,911,15,troi
9564,912,0,cái
9565,912,1,này
9566,912,2,nó
9567,912,3,giống
9568,912,4,câu
9569,912,5,“
9570,912,6,em
9571,912,7,ăn
9572,912,8,cơm
9573,912,9,chưa
9574,912,10,”
9575,912,11,vãi
9576,913,0,bị
9577,913,1,rồi
9578,913,2,nè
9579,913,3,:)))
9580,913,4,mua
9581,913,5,6
9582,913,6,ly
9583,913,7,rớt
9584,913,8,hết
9585,913,9,4
9586,913,10,ly
9587,914,0,đây
9588,914,1,là
9589,914,2,1
9590,914,3,câu chuyện
9591,914,4,buồn
9592,914,5,đó
9593,914,6,","
9594,914,7,đừng
9595,914,8,có
9596,914,9,haha
9597,914,10,nha
9598,914,11,per
9599,915,0,chảy
9600,915,1,cả
9601,915,2,nói chuyện
9602,915,3,mắt
9603,916,0,là
9604,916,1,tôi
9605,916,2,tôi
9606,916,3,cũng
9607,916,4,tát
9608,916,5,vỡ
9609,916,6,mồm
9610,916,7,nó
9611,916,8,~
9612,916,9,~
9613,917,0,per
9614,917,1,ngôn
9615,917,2,tình
9616,917,3,luôn
9617,917,4,ở
9618,917,5,quanh
9619,917,6,ta
9620,917,7,nhưng
9621,917,8,nó
9622,917,9,đéo
9623,917,10,đến
9624,917,11,với
9625,917,12,chúng ta
9626,917,13,
9627,918,0,rồi
9628,918,1,lỡ
9629,918,2,ai
9630,918,3,có
9631,918,4,bầu
9632,918,5,mà
9633,918,6,đi
9634,918,7,qua
9635,918,8,không
9636,918,9,biết
9637,918,10,nhảy
9638,918,11,kiểu
9639,918,12,gì
9640,918,13,nữa
9641,918,14,
9642,918,15,
9643,919,0,nghe
9644,919,1,mát lòng
9645,919,2,mát
9646,919,3,gan
9647,919,4,thế
9648,919,5,????
9649,920,0,tao
9650,920,1,đang
9651,920,2,xem
9652,920,3,cái
9653,920,4,gì
9654,920,5,vậy
9655,921,0,sợ
9656,921,1,đến
9657,921,2,lúc
9658,921,3,đó
9659,921,4,muốn
9660,921,5,lấy
9661,921,6,vợ
9662,921,7,phải
9663,921,8,sang
9664,921,9,nước
9665,921,10,khác
9666,921,11,nhập khẩu
9667,921,12,về
9668,921,13,quá
9669,922,0,nhiều
9670,922,1,khi
9671,922,2,cũng
9672,922,3,muốn
9673,922,4,chọc
9674,922,5,cho
9675,922,6,người yêu
9676,922,7,giận
9677,922,8,nhưng
9678,922,9,mới
9679,922,10,nhớ
9680,922,11,ra
9681,922,12,mình
9682,922,13,đéo
9683,922,14,có
9684,922,15,người yêu
9685,922,16,
9686,923,0,nguy hiểm
9687,923,1,thật
9688,924,0,ok
9689,924,1,hay
9690,924,2,quá
9691,924,3,","
9692,924,4,dùng
9693,924,5,điện
9694,924,6,này
9695,924,7,thôi
9696,925,0,ơ
9697,925,1,tao
9698,925,2,đang
9699,925,3,mơ
9700,925,4,朗
9701,926,0,chủ tịch
9702,926,1,rả
9703,926,2,vờ
9704,926,3,ngu
9705,926,4,và
9706,926,5,cái
9707,926,6,kết
9708,926,7,đừng
9709,926,8,bao
9710,926,9,rờ
9711,926,10,khinh thường
9712,926,11,người
9713,926,12,khác
9714,926,13,
9715,926,14,
9716,927,0,per
9717,927,1,ăn
9718,927,2,tết
9719,927,3,xong
9720,927,4,","
9721,927,5,cần
9722,927,6,cây
9723,927,7,cầu
9724,927,8,này
9725,927,9,để
9726,927,10,giảm
9727,927,11,cân
9728,927,12,
9729,927,13,
9730,928,0,loại
9731,928,1,dâm ô
9732,928,2,nam sinh
9733,928,3,này
9734,928,4,cần
9735,928,5,phải
9736,928,6,tử hình
9737,928,7,để
9738,928,8,làm gương
9739,928,9,cho
9740,928,10,người
9741,928,11,khác
9742,928,12,.
9743,929,0,:)))
9744,929,1,1
9745,929,2,phần
9746,929,3,của
9747,929,4,bài
9748,929,5,quyền
9749,929,6,là
9750,929,7,phải
9751,929,8,gẫy
9752,929,9,gậy
9753,929,10,và
9754,929,11,té
9755,929,12,sấp mặt
9756,929,13,luôn
9757,929,14,để
9758,929,15,đỡ
9759,929,16,bị
9760,929,17,đối phương
9761,929,18,đâm
9762,929,19,lòi
9763,929,20,phèo
9764,930,0,chắc chắn
9765,930,1,người
9766,930,2,pháp
9767,930,3,sẽ
9768,930,4,khôi phục
9769,930,5,lại
9770,930,6,được
9771,930,7,tin
9772,930,8,là
9773,930,9,như thế
9774,931,0,@username
9775,931,1,có
9776,931,2,đồng nghiệp
9777,931,3,như
9778,931,4,hiệp
9779,931,5,suốt
9780,931,6,ngày
9781,931,7,rủ
9782,931,8,đi
9783,931,9,vệ sinh
9784,931,10,cùng
9785,931,11,ghê
9786,931,12,vãi
9787,932,0,đm
9788,932,1,nhìn
9789,932,2,ngầu
9790,932,3,vãi
9791,933,0,chuẩn
9792,933,1,luôn
9793,933,2,khi
9794,933,3,ở
9795,933,4,công
9796,933,5,tình yêu
9797,933,6,toàn
9798,933,7,là
9799,933,8,các
9800,933,9,anh chị em
9801,933,10,đồng nghiệp
9802,933,11,tốt
9803,933,12,he
9804,933,13,he
9805,934,0,với
9806,934,1,tôi
9807,934,2,là
9808,934,3,gia đình
9809,934,4,và
9810,934,5,sự
9811,934,6,hận thù
9812,934,7,.
9813,935,0,người
9814,935,1,ta
9815,935,2,gọi
9816,935,3,là
9817,935,4,ngu
9818,935,5,mà
9819,935,6,cứ
9820,935,7,đâm đầu
9821,935,8,vào
9822,935,9,đấy
9823,935,10,:)
9824,936,0,tỉnh táo
9825,936,1,đi
9826,936,2,em
9827,936,3,!
9828,937,0,bếp
9829,937,1,dầu
9830,937,2,thời
9831,937,3,bao cấp
9832,938,0,có
9833,938,1,cái
9834,938,2,bệnh
9835,938,3,này
9836,938,4,nữa
9837,938,5,hả
9838,938,6,trời
9839,939,0,agribank
9840,939,1,thu nhập
9841,939,2,bằng
9842,939,3,phong
9843,939,4,phì
9844,939,5,thì
9845,939,6,bố
9846,939,7,thằng
9847,939,8,nào
9848,939,9,biết
9849,939,10,được
9850,939,11,mà
9851,939,12,cập nhật
9852,940,0,crush
9853,940,1,ai
9854,940,2,thì
9855,940,3,cờ
9856,940,4,rớt
9857,940,5,chứ
9858,940,6,đừng
9859,940,7,cờ
9860,940,8,rớt
9861,940,9,mấy
9862,940,10,mẹ
9863,940,11,bán
9864,940,12,hàng
9865,940,13,online
9866,940,14,với
9867,940,15,làm
9868,940,16,bất động sản
9869,940,17,chúng mày
9870,940,18,nhé
9871,940,19,:3
9872,941,0,nhà
9873,941,1,tao
9874,941,2,cũng
9875,941,3,gần
9876,941,4,mà
9877,941,5,tao
9878,941,6,không
9879,941,7,bao giờ
9880,941,8,dám
9881,941,9,đi đêm
9882,942,0,kiểu
9883,942,1,gì
9884,942,2,chả
9885,942,3,chết
9886,942,4,?
9887,942,5,đá
9888,942,6,to
9889,942,7,như
9890,942,8,kia
9891,942,9,thoát
9892,942,10,sao
9893,942,11,nổi
9894,942,12,?
9895,943,0,không
9896,943,1,muốn
9897,943,2,huhu
9898,944,0,ông
9899,944,1,trời
9900,944,2,cho
9901,944,3,mình
9902,944,4,lũ
9903,944,5,bạn
9904,944,6,cờ
9905,944,7,hó
9906,944,8,quá
9907,944,9,ấy
9908,944,10,mà
9909,944,11,:)
9910,945,0,dự định
9911,945,1,tao
9912,945,2,là
9913,945,3,28
9914,945,4,nhưng
9915,945,5,giờ
9916,945,6,mà
9917,945,7,có
9918,945,8,bồ
9919,945,9,là
9920,945,10,bắt
9921,945,11,cưới
9922,945,12,luôn
9923,945,13,chớ
9924,945,14,sợ
9925,945,15,ế
9926,945,16,haha
9927,946,0,giỏi
9928,946,1,thiệt
9929,946,2,nể
9930,946,3,giọng
9931,946,4,ở
9932,946,5,tao
9933,946,6,khó
9934,946,7,z
9935,946,8,mà
9936,946,9,ông
9937,946,10,này
9938,946,11,nói
9939,946,12,được
9940,946,13,giỏi
9941,946,14,
9942,947,0,chọn
9943,947,1,cây
9944,947,2,đẹp
9945,947,3,đẹp
9946,947,4,rồi
9947,947,5,để
9948,947,6,các
9949,947,7,bạn
9950,947,8,trẻ
9951,947,9,đổ xô
9952,947,10,đến
9953,947,11,vì
9954,947,12,hiếu kỳ
9955,947,13,lại
9956,947,14,gây
9957,947,15,tắc
9958,947,16,đường
9959,947,17,à
9960,947,18,dume
9961,948,0,biết
9962,948,1,là
9963,948,2,đau lòng
9964,948,3,nhưng
9965,948,4,sao
9966,948,5,bản thân
9967,948,6,vẫn
9968,948,7,muốn
9969,948,8,biết
9970,948,9,nó
9971,949,0,per
9972,949,1,mang
9973,949,2,võng
9974,949,3,ra
9975,949,4,không
9976,949,5,lại
9977,949,6,tủi
9978,949,7,không thể
9979,949,8,ngồi
9980,950,0,đóng
9981,950,1,của
9982,950,2,trường
9983,950,3,đi
9984,950,4,bắt
9985,950,5,bỏ tù
9986,950,6,loai
9987,950,7,người
9988,950,8,xấu xa
9989,950,9,:
9990,950,10,ham
9991,950,11,lợi nhuận
9992,950,12,:
9993,950,13,lừa đảo
9994,950,14,phụ huynh
9995,950,15,lấy
9996,950,16,tiền
9997,951,0,như
9998,951,1,1
9999,951,2,canh bạc
10000,951,3,ấy
10001,951,4,nhỉ
10002,951,5,@
10003,951,6,@
10004,952,0,chợt
10005,952,1,nhận
10006,952,2,ra
10007,952,3,mình
10008,952,4,chưa
10009,952,5,từng
10010,952,6,thích
10011,952,7,thầm
10012,952,8,ai
10013,952,9,trong
10014,952,10,lớp
10015,953,0,cây
10016,953,1,này
10017,953,2,quê
10018,953,3,tao
10019,953,4,nhiều
10020,953,5,lắm
10021,953,6,nhé
10022,953,7,mùa
10023,953,8,này
10024,953,9,đi
10025,953,10,rừng
10026,953,11,hay
10027,953,12,gặp
10028,953,13,nhiều
10029,953,14,này
10030,954,0,dume
10031,954,1,mặc dù
10032,954,2,tao
10033,954,3,rất
10034,954,4,yêu
10035,954,5,chó
10036,954,6,nhưng
10037,954,7,tao
10038,954,8,cũng
10039,954,9,sợ
10040,954,10,chó
10041,954,11,nữa
10042,954,12,:((
10043,955,0,không
10044,955,1,biết
10045,955,2,khuyên
10046,955,3,thế nào
10047,955,4,","
10048,955,5,nhưng
10049,955,6,chỉ
10050,955,7,cần
10051,955,8,bình tĩnh
10052,955,9,1
10053,955,10,xíu
10054,955,11,","
10055,955,12,dù
10056,955,13,gì
10057,955,14,thì
10058,955,15,cũng
10059,955,16,đừng
10060,955,17,tự sát
10061,955,18,","
10062,955,19,đời
10063,955,20,người
10064,955,21,chỉ
10065,955,22,sống
10066,955,23,1
10067,955,24,lần
10068,955,25,thôi
10069,955,26,...
10070,956,0,tao
10071,956,1,bực
10072,956,2,mày
10073,956,3,lắm
10074,956,4,rồi
10075,956,5,đấy
10076,957,0,crush
10077,957,1,tao
10078,957,2,mất
10079,957,3,rồi
10080,957,4,.
10081,958,0,cái
10082,958,1,thứ
10083,958,2,tình yêu
10084,958,3,bọ xít
10085,958,4,:))
10086,959,0,ngày xưa
10087,959,1,nhà
10088,959,2,nuôi
10089,959,3,mấy
10090,959,4,con
10091,959,5,điên
10092,959,6,này
10093,959,7,cái
10094,959,8,giọng
10095,959,9,thì
10096,959,10,đã
10097,959,11,khó
10098,959,12,nghe
10099,959,13,thì
10100,959,14,chớ
10101,959,15,suốt
10102,959,16,ngày
10103,959,17,ngoạc
10104,959,18,ra
10105,959,19,","
10106,959,20,hễ
10107,959,21,về
10108,959,22,đến
10109,959,23,nhà
10110,959,24,là
10111,959,25,thấy
10112,959,26,giọng
10113,959,27,bọn
10114,959,28,n
10115,959,29,đầu tiên
10116,959,30,.
10117,960,0,xong
10118,960,1,cho
10119,960,2,ăn
10120,960,3,","
10121,960,4,rõ ràng
10122,960,5,là
10123,960,6,cho
10124,960,7,n
10125,960,8,ăn
10126,960,9,đàng hoàng
10127,960,10,mà
10128,960,11,đến
10129,960,12,n
10130,960,13,+
10131,960,14,1
10132,960,15,lần
10133,960,16,bị
10134,960,17,n
10135,960,18,mổ
10136,960,19,với
10137,960,20,đuổi
10138,960,21,bợt
10139,960,22,mạng
10140,960,23,.
10141,961,0,chốt
10142,961,1,là
10143,961,2,tao
10144,961,3,ghét
10145,961,4,cái
10146,961,5,bọn
10147,961,6,nì
10148,961,7,dã man
10149,961,8,.
10150,962,0,ám ảnh
10151,962,1,cả
10152,962,2,1
10153,962,3,tuổi thơ
10154,962,4,:((
10155,962,5,cái
10156,962,6,thứ
10157,962,7,yêu
10158,962,8,nghiệt
10159,962,9,.
10160,963,0,cặp
10161,963,1,này
10162,963,2,lầy
10163,963,3,mà
10164,963,4,dễ thương
10165,964,0,@username
10166,964,1,mặc dù
10167,964,2,biết
10168,964,3,ngôn
10169,964,4,tình
10170,964,5,tàu
10171,964,6,khựa
10172,964,7,toàn
10173,964,8,xạo
10174,964,9,chó
10175,964,10,nhưng
10176,964,11,cầu hôn
10177,964,12,có
10178,964,13,não
10179,964,14,thật
10180,964,15,^
10181,964,16,^
10182,965,0,đừng
10183,965,1,so
10184,965,2,nó
10185,965,3,với
10186,965,4,chó
10187,965,5,".,"
10188,965,6,vì
10189,965,7,chó
10190,965,8,nhà
10191,965,9,tao
10192,965,10,cũng
10193,965,11,từng
10194,965,12,bị
10195,965,13,nó
10196,965,14,cắn
10197,965,15,rồi
10198,965,16,蠟
10199,965,17,nó
10200,965,18,đéo
10201,965,19,'
10202,965,20,sợ
10203,965,21,bố con
10204,965,22,thằng
10205,965,23,nào
10206,965,24,cả
10207,965,25,.
10208,966,0,địt mẹ
10209,966,1,mấy
10210,966,2,thằng
10211,966,3,nhà quê
10212,967,0,vãi
10213,967,1,chả
10214,967,2,phơi
10215,967,3,hết
10216,967,4,tim
10217,967,5,gan
10218,967,6,phèo
10219,967,7,phổi
10220,967,8,@
10221,967,9,@
10222,968,0,cảnh
10223,968,1,thì
10224,968,2,dõ
10225,968,3,đẹp
10226,968,4,mà
10227,968,5,nhìn
10228,968,6,nước
10229,968,7,ô nhiễm
10230,968,8,quá
10231,969,0,thích
10232,969,1,nấu
10233,969,2,lúc nào
10234,969,3,cũng
10235,969,4,được
10236,970,0,mấy
10237,970,1,con
10238,970,2,đĩ
10239,970,3,xạo
10240,970,4,lồn
10241,970,5,tao
10242,970,6,thấy
10243,970,7,mà
10244,970,8,tao
10245,970,9,tức
10246,970,10,á
10247,970,11,","
10248,970,12,chia
10249,970,13,bè phái
10250,970,14,ra
10251,970,15,làm
10252,970,16,rầm rầm rộ rộ
10253,971,0,cái
10254,971,1,chứng minh
10255,971,2,hình
10256,971,3,kia
10257,971,4,dễ
10258,971,5,vãi
10259,971,6,cứ
10260,971,7,vẽ
10261,971,8,hình
10262,971,9,lên
10263,971,10,bài
10264,971,11,xong
10265,971,12,người
10266,971,13,chấm
10267,971,14,điểm
10268,971,15,người
10269,971,16,ta
10270,971,17,thấy
10271,971,18,là
10272,971,19,biết
10273,971,20,chứ
10274,971,21,sao
10275,971,22,:))
10276,972,0,đm
10277,972,1,quả
10278,972,2,gật
10279,972,3,đầu
10280,972,4,quả quyết
10281,972,5,vãi
10282,972,6,
10283,973,0,ho
10284,973,1,mà
10285,973,2,vỡ
10286,973,3,xương
10287,973,4,kể ra
10288,973,5,trên
10289,973,6,đời
10290,973,7,lắm chuyện
10291,973,8,lạ
10292,973,9,vãi
10293,974,0,bốc
10294,974,1,toàn
10295,974,2,trúng
10296,974,3,may mắn
10297,974,4,lần
10298,974,5,sau
10299,975,0,nước
10300,975,1,tớ
10301,975,2,nhiều
10302,975,3,thành phần
10303,975,4,hãm
10304,975,5,lồn
10305,975,6,thế
10306,975,7,đấy
10307,975,8,các
10308,975,9,bạn
10309,975,10,ạ
10310,975,11,tớ
10311,975,12,gặp
10312,975,13,là
10313,975,14,tớ
10314,975,15,còn
10315,975,16,ghét
10316,975,17,nữa
10317,975,18,là
10318,975,19,các
10319,975,20,bạn
10320,975,21,nước ngoài
10321,976,0,cẩn thận
10322,976,1,móc túi
10323,976,2,trộm
10324,976,3,nhé
10325,976,4,anh chị em
10326,976,5,.
10327,977,0,đoạn
10328,977,1,cuối
10329,977,2,yêu
10330,977,3,mún
10331,977,4,chết
10332,978,0,hahahaha
10333,979,0,cuộc đời
10334,979,1,bà
10335,979,2,đã
10336,979,3,nấu
10337,979,4,hơn
10338,979,5,50
10339,979,6,nồi
10340,979,7,bánh chưng
10341,979,8,rồi
10342,979,9,nhưng
10343,979,10,bà
10344,979,11,chưa
10345,979,12,bao giờ
10346,979,13,thấy
10347,979,14,ai
10348,979,15,cắt
10349,979,16,tóc
10350,979,17,ngắn
10351,979,18,đi
10352,979,19,mà
10353,979,20,xinh
10354,979,21,như
10355,979,22,thế này
10356,979,23,các
10357,979,24,cháu
10358,979,25,ạ
10359,979,26,.
10360,980,0,mày
10361,980,1,vã
10362,980,2,quá
10363,980,3,rồi
10364,980,4,đấy
10365,980,5,","
10366,980,6,sang
10367,980,7,lên
10368,980,8,chứ
10369,980,9,
10370,981,0,e
10371,981,1,ấy
10372,981,2,đang
10373,981,3,khóc
10374,981,4,","
10375,981,5,nhưng
10376,981,6,vì
10377,981,7,hàm răng
10378,981,8,không thể
10379,981,9,thụt
10380,981,10,vào
10381,981,11,nên
10382,981,12,mọi
10383,981,13,người
10384,981,14,nghĩ
10385,981,15,là
10386,981,16,em
10387,981,17,đang
10388,981,18,cười
10389,981,19,:))))
10390,982,0,per
10391,982,1,ôi
10392,982,2,cái
10393,982,3,bếp
10394,982,4,một
10395,982,5,thời
10396,982,6,chinh chiến
10397,983,0,vl
10398,983,1,mồm
10399,983,2,thì
10400,983,3,chửi
10401,983,4,người
10402,983,5,ta
10403,983,6,nhem nhẻm
10404,983,7,ra
10405,983,8,xong
10406,983,9,cứ
10407,983,10,bảo
10408,983,11,người
10409,983,12,ta
10410,983,13,mất
10411,983,14,dậy
10412,983,15,:))
10413,983,16,chị
10414,983,17,kia
10415,983,18,đã
10416,983,19,chửi
10417,983,20,được
10418,983,21,câu
10419,983,22,đéo
10420,983,23,nào
10421,983,24,đâu
10422,983,25,mà
10423,983,26,nó
10424,983,27,cứ
10425,983,28,bảo
10426,983,29,mất
10427,983,30,dậy
10428,983,31,.
10429,984,0,đâm
10430,984,1,hỏng
10431,984,2,xe
10432,984,3,người
10433,984,4,ta
10434,984,5,xong
10435,984,6,còn
10436,984,7,đòi
10437,984,8,đọ
10438,984,9,lồn
10439,984,10,:)))))
10440,984,11,bố
10441,984,12,mày
10442,984,13,lậy
10443,984,14,.
10444,985,0,phải
10445,985,1,tao
10446,985,2,là
10447,985,3,tao
10448,985,4,sút
10449,985,5,cho
10450,985,6,tung
10451,985,7,con mẹ
10452,985,8,mày
10453,985,9,cái
10454,985,10,lồn
10455,985,11,già
10456,985,12,lên
10457,985,13,rồi
10458,985,14,cho
10459,985,15,mất
10460,985,16,dậy
10461,985,17,cả thể
10462,985,18,.
10463,986,0,cứ
10464,986,1,cậy
10465,986,2,đẻ
10466,986,3,5
10467,986,4,lứa
10468,986,5,rồi
10469,986,6,lồn
10470,986,7,rộng
10471,986,8,mép
10472,986,9,dài
10473,986,10,ra
10474,986,11,đường
10475,986,12,bắt nạt
10476,986,13,đứa
10477,986,14,lồn
10478,986,15,bé
10479,986,16,hơn
10480,987,0,trời
10481,987,1,mẹ
10482,987,2,phim
10483,987,3,gì
10484,987,4,vậy
10485,987,5,thớt
10486,987,6,ơi
10487,987,7,","
10488,987,8,cười
10489,987,9,ná
10490,987,10,thở
10491,988,0,nhưng
10492,988,1,công nhận
10493,988,2,nhìn
10494,988,3,ngáo
10495,988,4,cỏ
10496,988,5,yêu
10497,988,6,thật
10498,988,7,=))
10499,989,0,ăn
10500,989,1,mà
10501,989,2,không
10502,989,3,biết
10503,989,4,dọn
10504,989,5,.
10505,990,0,tao
10506,990,1,được
10507,990,2,thấy
10508,990,3,nói chuyện
10509,990,4,mắt
10510,990,5,của
10511,990,6,bố
10512,990,7,tao
10513,990,8,khi
10514,990,9,tao
10515,990,10,bệnh
10516,990,11,và
10517,990,12,khi
10518,990,13,tao
10519,990,14,lấy
10520,990,15,chồng
10521,991,0,mày
10522,991,1,ăn
