dataset,type,idx,sent_idx,text,label_id
ViHSD,train,595,0,Nhưng người hàn k biết kiểu dáng đó ở vn có một ý nghĩ ghê gớm,0
ViHSD,train,596,0,Ạ các bác =)) nhìn like,0
ViHSD,train,597,0,Hay quá,0
ViHSD,train,598,0,A di đà phật :))),0
ViHSD,train,599,0,@username Huhu đã buồn rồi 😢 ko có gì coi buồn hơn 😭 😭,0
ViHSD,train,600,0,đc vái l anh ưiii,0
ViHSD,train,601,0,Vại là e đã sai ... pk nhỉ,0
ViHSD,train,602,0,"@username có page ba gà và những người bạn đó , liên hệ xem",0
ViHSD,train,603,0,Cô lại dễ thương ... i love you cho gờ cu ❤ ️ 🥰,0
ViHSD,train,604,0,Sao chúng mày ko nhịn tham ô cửa quyền đi .,2
ViHSD,train,605,0,nhân kiểu tày,0
ViHSD,train,606,0,Ông này diễn hài nói mua vui cho mọi người mà Đừng chửi ông ấy .,0
ViHSD,train,607,0,Chất tiền đoán nữa 2017 xe về 2018 xe về năm 2019 xe về tiền đoán xa chúc 2022,0
ViHSD,train,608,0,9 người đc nhận máu :,0
ViHSD,train,609,0,"Mom con nay to ne , cho no ngam cuot phun cay canh , tot cay lam cac bac a",0
ViHSD,train,610,0,ông đặt cho tên @username ông mất rồi 🙂,0
ViHSD,train,611,0,Cô @username dễ thương quá ạ =)))),0
ViHSD,train,612,0,theo @username thì 2022 Việt Nam là 1 tỉnh của TQ rồi sao @username về được nữa nhỉ ?,0
ViHSD,train,613,0,Ae 3/// cố gắng ở trong nhà tránh dịch nha Chết nó chôn tập thể đó 3/// mà chết hết thì ko có ai ăn cứt cho mỹ đâu .,2
ViHSD,train,614,0,Chuối hong thầy,0
ViHSD,train,615,0,"Phục vụ cho cộng sản , mà ko mang lợi cho chúng , những người này kì vọng gì , mong chúng nhân từ đưa ra miếng xương sao",2
ViHSD,train,616,0,@username sợ quá nhưng e vừa về rồi 😜,0
ViHSD,train,617,0,@username vừa đọc nhầm là miễn nhiễn 🙂,0
ViHSD,train,618,0,trang nay bi bon viet tan mua dut roi bay gio chi thay mui thoi ko ah,0
ViHSD,train,619,0,May quá idol giới trẻ của vũ trụ vẫn chưa dính virus 🤣 🤣 🤣 🤣,0
ViHSD,train,620,0,Tú cho anh Ba con blue,0
ViHSD,train,621,0,Mang tiếng fan cứng đăng nhưng đéo đc duyệt 🙂,1
ViHSD,train,622,0,Chẳng thấy nó đẹp ở chỗ nào cả 😤,1
ViHSD,train,623,0,Gu thời trang gạ địt à 😀,1
ViHSD,train,624,0,TQ chắc chắn sẽ không xâm lược láng giềng Vì công cuộc xâm lược đó đã được TQ hoàn tất lâu rồi .,0
ViHSD,train,625,0,hacker doi ten ^^,0
ViHSD,train,626,0,Có giáo án ms tui idol của thầy =)),0
ViHSD,train,627,0,@username ủa có ai khác giống nữa hả ? Zậy chắc nó cũng là bà con của m^^,0
ViHSD,train,628,0,Làm subnautica nx anh ơi mẹ anh làm mặn vl ra :))),0
ViHSD,train,629,0,cái phận thằng yếu vùng vẫy cho lắm r cũng phải nghe lệnh thằng to thôi :V,0
ViHSD,train,630,0,@username cảm ơn bạn mình nhé,0
ViHSD,train,631,0,Thầy đi làm HLV cho T1 rồi nha các trò,0
ViHSD,train,632,0,"Ơh khoan khoan , @username ơi sao số 1 của con , lại là NGÓN GIỮA vậy :((",0
ViHSD,train,633,0,@username giống như cánh hoa vậy 🙂,0
ViHSD,train,634,0,Quần gạ chịch à,1
ViHSD,train,635,0,"Chơi banh cơm gạo thì đừng dại mua típ nhất là của thằng @username thần thông nha anh em , bám anh @username miễn phí chắc cú nhất này",0
ViHSD,train,636,0,@username ok ảnh này thì công nhận =))),0
ViHSD,train,637,0,Giống nhau thế Có họ hàng gì không vậy ?,0
ViHSD,train,638,0,"ông can đang bận bảo vệ bọn ngu nhưng ra vẽ gánh team , và đứng trong bệ đá cổ nhưng vẫn cần sự cover từ đồng đội tránh bị dive bệ đá =))",2
ViHSD,train,639,0,Oiiiii nàng công chúa,0
ViHSD,train,640,0,Em chào chị .. chị xinh quá .. thương chị quá ...,0
ViHSD,train,641,0,Già mà dơ,1
ViHSD,train,642,0,@username nghe @username nhưng lại rất @username à emmm ???,0
ViHSD,train,643,0,"LÚC ĐÓ CHỊ CÔNG ĐỨC VÔ LƯỢNG ,, TRỜI SẼ PHÙ HỘ CHO CHỊ",0
ViHSD,train,644,0,@username công nhận hay có bệh lâu lâu tự nhớ lại chuyện cuời xong cuời vcl :))),0
ViHSD,train,645,0,Ở trên chuyến may bay đó nhieu người nhiễm kg khai báo chu đau phải minh nhung đâu .,0
ViHSD,train,646,0,Người thiệt hại là chủ xe thì để chủ xe tự ý thức .,0
ViHSD,train,647,0,Trung đa cấp,0
ViHSD,train,648,0,Yêu chị quá ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️,0
ViHSD,train,649,0,nh vl anh :)),0
ViHSD,train,650,0,@username,1
ViHSD,train,651,0,Chưa chắc gì ngta đã chia tay mà ở đó quay lại,0
ViHSD,train,652,0,Em sẽ sub cho abe kênh mới yên tâm nha abe :>,0
ViHSD,train,653,0,Dm cái giọng cười @username nghe khốn nạn vl ạ :)) nhưng mỗi lần em nghe em đều cười theo =)),2
ViHSD,train,654,0,@username mới đáng iu :)),0
ViHSD,train,655,0,"Mình là dân xem bóng đá đơn thuần , cổ vũ đội tuyển và cực ghét tụi xàm trên khán đài toàn đưa ảnh ng chết lên !",0
ViHSD,train,656,0,Cũng có thế nói là mất hết =)),0
ViHSD,train,657,0,Graaaaaaa lên nào các bạn ơi,0
ViHSD,train,658,0,@username đang bảo ông palu lưu ấy 😂 😂,0
ViHSD,train,659,0,10h lên stream nghe gáy chị em oiiiiiiii,0
ViHSD,train,660,0,Tương lai như Phúc XO thôi,0
ViHSD,train,661,0,"Nhờ biết đến những video của nhà tiên tri , kiêm cố zấn cấp cao của tổng thống @username mà em hết bị táo bón",0
ViHSD,train,662,0,Hàn Quốc chửi dân Đông Lào và đây là hậu quả,0
ViHSD,train,663,0,biệt danh cho ai cần nha,0
ViHSD,train,664,0,nhan nay` de lam j nhi ?,0
ViHSD,train,665,0,Cờ giáo hội ... tựng trưng cho hòa bình công lý 😑 😑 😑 ko biết ah,0
ViHSD,train,666,0,nói QC game lại tự ái,0
ViHSD,train,667,0,@username ai biết người nghe đâu mà mấy bài đấy vẫn hit 😀,0
ViHSD,train,668,0,ngày xưa chị nghèo :)))),0
ViHSD,train,669,0,@usernameiGaminh ghe,0
ViHSD,train,670,0,Hợp ní,0
ViHSD,train,671,0,Anh em vào chửi giùm t thằng này,0
ViHSD,train,672,0,@username cười đỏ hết lợi,0
ViHSD,train,673,0,Giang hồ hải phòng sau khi xem giang hồ bắc ninh dạy dỗ đàn em và cái kết ...,0
ViHSD,train,674,0,con điên,2
ViHSD,train,675,0,Đúng r bạn,0
ViHSD,train,676,0,Lại cà khịa,0
ViHSD,train,677,0,Thương cô ba,0
ViHSD,train,678,0,Chàng trai yêu thương bộ tộc là bà phù thủy đây ak anh :3,0
ViHSD,train,679,0,@username vcl ba chó :vvv,2
ViHSD,train,680,0,@username,0
ViHSD,train,681,0,Cái này hả,0
ViHSD,train,682,0,@username ca sĩ concac à,2
ViHSD,train,683,0,Cũng được đấy chứ a Độ ộ ộ ộ ộ ộ .... 😂 😂 😂,0
ViHSD,train,684,0,:( @username said : ông già đang đánh t ko trượt phát lào giờ phải xin lỗi :(,0
ViHSD,train,685,0,"coi cái này nè : thành viên Facebook thân mến , Facebook là giả sử để được đóng cửa .",0
ViHSD,train,685,1,"Gần đây , nó đang trở nên quá đông .",0
ViHSD,train,685,2,Đã có nhiều thành viên phàn nàn rằng Facebook đang trở nên rất chậm .,0
ViHSD,train,685,3,Hồ sơ cho thấy rằng có rất nhiều thành viên Facebook hoạt động v,0
ViHSD,train,686,0,Cảm ơn thầy nha,0
ViHSD,train,687,0,@username bị đồng tính thôi,0
ViHSD,train,688,0,Fan cô minh hiếu nè,0
ViHSD,train,689,0,Ở đâu mà trời vẫn trong xanh vậy anh,0
ViHSD,train,690,0,Idol một thời .,0
ViHSD,train,691,0,Xaolonnnnnnnnn =))),1
ViHSD,train,692,0,"Tao thích , tối về lại đc vỗ về bờ môg .. phê",0
ViHSD,train,693,0,ĐÉO MĘ VÀNG NĢOC CÁI ĐÉO GÌ LÁO PHÉT .,2
ViHSD,train,693,1,@username .,2
ViHSD,train,693,2,ĐĮT .,2
ViHSD,train,693,3,MĘ TŲI DÂN TRUNG QUŐC NÓ CHÔN SŐNG NĮ .,2
ViHSD,train,693,4,BÂY GIÖ ĐÂY .,2
ViHSD,train,693,5,ĐÉO MĘ DÂN LÀM NAIL .,2
ViHSD,train,693,6,@username .,2
ViHSD,train,693,7,@username LÊN MĄNG .,2
ViHSD,train,693,8,NÓI LÀ SŐNG MÃN ĐÖI @username LŲA CÁI ĐÉO GÌ .,2
ViHSD,train,693,9,DÂN CHÓ ĐÉO .,2
ViHSD,train,693,10,SŐNG GÏA TĄO THÌ CÓ .,2
ViHSD,train,694,0,Vs idol luôn luôn ❤,0
ViHSD,train,695,0,Diễn viên hô ni hút mà ngại gì mấy khác kk,0
ViHSD,train,696,0,xin ạ,0
ViHSD,train,697,0,Các cô chú phải cho tụi con nghỉ thêm 1-2 tuần nữa mới an tâm đến lớp học :3,0
ViHSD,train,698,0,anh lấy súng ra bắn là nó sợ à 😂,0
ViHSD,train,699,0,Hoan ho chị ba sao ko cho cai cad zạ chị ba ung ho qua ma sao ko cho em,0
ViHSD,train,700,0,@username giống pha mù tạt =)),0
ViHSD,train,701,0,Bã nói tỉnh bơ ak,0
ViHSD,train,702,0,Thấy thì thấy nói giàu lắm có tiền lắm con ông cháu cha lắm Ra nước ngoài dell có tiền về Bệnh xạo lozzz thì vẫn còn mỗi ngày .,2
ViHSD,train,703,0,Eo ôi đứa nào thảo với bố théeee yêu quá huhu ❤ ️ ❤ ️ ❤ ️,0
ViHSD,train,704,0,Xin chào Ngài ! may có sự xuất hiẹn trở lại của Ngài làm tôi thuyên giảm bệnh trĩ,0
ViHSD,train,705,0,Nghe khá hay 😂,0
ViHSD,train,706,0,Giống nhau như 2 giọt nước Mà mỗi cái là 1 giọt nước mắt với 1 giọt nước 💩 thôi ạ 😂 😂,1
ViHSD,train,707,0,ông ơi sao một số người ở hải ngoại suốt,0
ViHSD,train,708,0,nè he,0
ViHSD,train,709,0,@username tiếng pháp là tuần lễ .,2
ViHSD,train,709,1,Các thiếu nữ phá đel bộ vòng nầy gồm 7 chíếc .,2
ViHSD,train,709,2,Tượng trưng chl tuần lễ .,2
ViHSD,train,709,3,Còn dân nầy mắc ngu quá nên đeo 70 chiếc .,2
ViHSD,train,710,0,@username dm quảng cáo,0
ViHSD,train,711,0,Chưa kịp hiểu sự đời thì muốn tử tử rồi,0
ViHSD,train,712,0,Con yên tâm bố cũng hòm hòm 7-8 triệu/tháng thôi nhưng vẫn lo được 2 bữa tôm hùm 1 bữa cua alaska cho con đều được :v,0
ViHSD,train,713,0,An noi vua phai thoi pn gi ma an noi kieu k co nguoi day vay,0
ViHSD,train,714,0,Ông bô bắn tay run vai lon - tùng sói said,0
ViHSD,train,715,0,😑,0
ViHSD,train,716,0,bác học anh bar ?,0
ViHSD,train,717,0,10 đời chồng từ 17:17 cho ai cần :)),0
ViHSD,train,718,0,teen gif ad ơi 😋,0
ViHSD,train,719,0,tết rồi thầy ơi,0
ViHSD,train,720,0,Hãy nhớ : con người hơn con vật ở cái ý thức 🙂,1
ViHSD,train,721,0,Lặng Táo Quân Vi Hành đổi lịch phát sóng rồi nhé chứ giờ Táo Quân sẽ không chiếu vào tối 30 Tết đâu,0
ViHSD,train,722,0,Thầy ơi em để ý thấy tiểu tiểu giống vị tướng này <3,0
ViHSD,train,723,0,"@username ơi là @username , sao mày báo đời dữ vậy @username ... ) :",2
ViHSD,train,724,0,Quá chời quá đất Kon Tiết,0
ViHSD,train,725,0,Atm cao lãnh 🤪,0
ViHSD,train,726,0,máy ảnh đúng rõ nét :v,0
ViHSD,train,727,0,Thầy ba said :,0
ViHSD,train,728,0,Bệnh viện đa quốc gia tài trợ cho chương trình này 🤣 🤣 🤣,0
ViHSD,train,729,0,nghi vấn @username Đụ ?,0
ViHSD,train,730,0,Xong,0
ViHSD,train,731,0,@usernamehật cũng có @usernamehật this @usernamehật that à 😞 đất nước văn minh con người được ca ngợi sống đẹp mà vẫn có một vài thành phần như thế thì bảo sao Việt @usernameam chả có chị @username :)),1
ViHSD,train,732,0,Chửi thằng @username đi chị thằng này ác lắm Hình như mũi chị @username hơi lệch á .,2
ViHSD,train,733,0,Trái tim sao to bằng anh lê bảo bình được ??,0
ViHSD,train,734,0,mặc cái quần giống thằng biến thái,1
ViHSD,train,735,0,Im mẹ i,1
ViHSD,train,736,0,"@username thật ra Mỹ chỉ chống học thuyết cộng sản nói riêng và những nước gây bất ổn cho thế giới , chứ Mỹ ko xem độc tài như kẻ thù bất cộng đái thiên nếu loại độc tài đó chỉ làm khổ dân nước đó mà ko ảnh hưởng đến dân nước Mỹ .",2
ViHSD,train,736,1,Đến giờ các quốc gia,2
ViHSD,train,737,0,"Người hùng , nam mô a di đà phật",0
ViHSD,train,738,0,Anh này mà đưa lên báo thì hót hòn họt nhểy Quên luôn cả mấy người kia luôn ấy :)),0
ViHSD,train,739,0,@username thì lấy @username khoá mõm lại,2
ViHSD,train,740,0,Trai Trong Trắng m thấy sự đi lùi chưa =)),0
ViHSD,train,741,0,@username đâu cũng gặp thiệt luôn,0
ViHSD,train,742,0,Cô có khỏe ko ?,0
ViHSD,train,743,0,sợ thật,0
ViHSD,train,744,0,bạn biết facebook của chị ý không ạ,0
ViHSD,train,745,0,@username đâu t chẳng đọc đc 😎 😎,0
ViHSD,train,746,0,Đẹp thầy ơi,0
ViHSD,train,747,0,@username tag ông già m vào mà hỏi,0
ViHSD,train,748,0,bị ngu à,2
ViHSD,train,749,0,Căng quá các bác uiii,0
ViHSD,train,750,0,@Linh Kute sao e biết xa giỏi vậy .,0
ViHSD,train,751,0,Tại sao lại đọc vai rớt vai rớt là gì vậy Đọc tầm bậy,0
ViHSD,train,752,0,Cái này nên đưa cho các em mẩu giáo xem để các em biết đánh răng thế nào cho đúng,0
ViHSD,train,753,0,Anh @username nào đi đăng ký rủ anh nhé .,0
ViHSD,train,754,0,Mấy thằng nhận được máu,0
ViHSD,train,755,0,@username nước miếng :)),0
ViHSD,train,756,0,haha : 9 ),0
ViHSD,train,757,0,Về vn ăn mau lol à .,1
ViHSD,train,758,0,Sat mui vo lon no co hieu no vua sau vua nao yeu nua,2
ViHSD,train,759,0,@username fa thì đừng ăn nx cho khỏi sợ bị ngộ độc 🥴 🤣,0
ViHSD,train,760,0,"Cầu mong thần cá VOI và thần cá HEO giúp nhật bản qua đc cơn hoạn nạn này """,0
ViHSD,train,761,0,thực ra bên nước ngoài nghỉ phép thì vẫn được nhận lương nhé ad,0
ViHSD,train,762,0,đunga rồi anh ba chíp chíp chíp cũa em,0
ViHSD,train,763,0,Giống vl Khác mỗi cái mặt 🤭,0
ViHSD,train,764,0,Tầm này cấm nhập cảnh hết 😢 😢 😢,0
ViHSD,train,765,0,Thôi để anh mình yên đi các pạn kikiki,0
ViHSD,train,766,0,@NGỌC TÂM lúc trước tưởng thật coi con giờ huy đăng ký kênh luon éo coi nữa,0
ViHSD,train,767,0,Đc vliz a ơiii ..,0
ViHSD,train,768,0,Team Xanh vô phá nhà team Đỏ mà team Đỏ không dám ra team Xanh bá đạo thật hâm mộ quá ka ka,0
ViHSD,train,769,0,Đang nói chuyện này cái ổng bẻ lái qua chuyện khác mãi :v,0
ViHSD,train,770,0,"@username năm nào cũng cúng tiền , t mệt mỏi nơi bây ơi",0
ViHSD,train,771,0,Yêu thầy,0
ViHSD,train,772,0,Tao xịt máu mũi luôn á chúng mày,0
ViHSD,train,773,0,@username đó là 1 sự cân bằng hoàn hảo vãilone của tạo hóa =)))),0
ViHSD,train,774,0,Ở một diễn biến khác của các bạn nam triều tiên :),0
ViHSD,train,775,0,thg nào nhập a tôi vậy,0
ViHSD,train,776,0,@username tú joker ;))),0
ViHSD,train,777,0,Ông già nầy giả ngây giả dại mà nói nhiều câu chí lý hay ra phết Khôn khéo chửi đổng như thế này thì chẳng mật lòng ai .,0
ViHSD,train,778,0,Con di,2
ViHSD,train,779,0,Mình tưởng yêu xa giúp chúng ta cao hơn 🤔,0
ViHSD,train,780,0,@username clm :))),1
ViHSD,train,781,0,"xuất cai L , đm quần áo Vn toàn nhập siêu từ TQ hết 70% chứ xuất xuất clm chúng mày",2
ViHSD,train,782,0,phải lạc quan lên thôi rồi cái gì cũng phải qua toàn dân có ý thức chắc chắn sẽ vượt qua,0
ViHSD,train,783,0,Cho em hỏi CEO là gì thế ạ :33,0
ViHSD,train,784,0,Tui nghĩ là xe Merc sẽ có camera hành trình phía sau lưu lại xe nào quay được cảnh này .,2
ViHSD,train,784,1,"Tội cắt ghép clip này là bôi nhọ lãnh đạo , vu khống , xuyên tạc chứ ít gì .",2
ViHSD,train,785,0,Quá hay cô minh hiếu,0
ViHSD,train,786,0,Thiên cơ bất khả lộ,0
ViHSD,train,787,0,@username ok nha bạn,0
ViHSD,train,788,0,thế thì sói lấy gì uống sữa ạ ???,0
ViHSD,train,789,0,Tủnn Tủnn trẩu,2
ViHSD,train,790,0,Tại sao phải trả lời thầy,0
ViHSD,train,791,0,Phía cuối con đường ......,0
ViHSD,train,792,0,"đền cái cc nhá , vào nước ng ta phá hoại , dân đéo đồng ý nhá , chỉ có tay sai cho tàu đồng ý cho vào thôi Cút hết về nước",2
ViHSD,train,793,0,Hihi cười muốn sặc cơm luôn hihiiiiiii,0
ViHSD,train,794,0,gi vay abe :)),0
ViHSD,train,795,0,Nghe nói nv đc tốp xin một lần,0
ViHSD,train,796,0,"Tụi mày tuổi lồn , nói thế cho nó vuông",2
ViHSD,train,797,0,@username mình lương 7-8 tr chắc k mua nổi rồi 🤣 🤣,0
ViHSD,train,798,0,Th Lào làm gì có biển nhie,0
ViHSD,train,799,0,Vòng thầy hiệu trưởng hơi nặng :)),0
ViHSD,train,800,0,@username sũa cc,2
ViHSD,train,801,0,"đéo ai thèm làm , vì họ biết khả năng của họ đến đâu",1
ViHSD,train,802,0,@username,0
ViHSD,train,803,0,Xem cái này chỉ muốn ỉa vào mặt mấy thằng cho xây tượng đài ...,2
ViHSD,train,804,0,ỳe ỳe ỳe :33,0
ViHSD,train,805,0,@username ơ thằng này ra tù rồi à,2
ViHSD,train,806,0,"chưi con khỉ gì mà chửi , ae ko ngta qua lao động kiếm sống thôi mà , người vn thì phải đi xklđ mấy anh mới thu thuế dc chứ",0
ViHSD,train,807,0,Công ty anh ở đâu vậy :D,0
ViHSD,train,808,0,Thôi xong ăn lol rồi,1
ViHSD,train,809,0,"Thôi m ơi , chết vì corona lại mang tiếng đất nước mình",0
ViHSD,train,810,0,@username :)) wut,0
ViHSD,train,811,0,Bê đê sống thật đi chị 3D,0
ViHSD,train,812,0,Về đi Nam 🤧,0
ViHSD,train,813,0,Ông già lại bắt tôi quảng cáo ae ạ @username said :v,0
ViHSD,train,814,0,gáy mạnh lên a,0
ViHSD,train,815,0,@Quynh Anh Nguyen xĩuuuuu,0
ViHSD,train,816,0,@username Ủa có liên quan,0
ViHSD,train,817,0,Thầy éo đi show nữa ak 😄,0
ViHSD,train,818,0,@username quả này mưa rào r :)),0
ViHSD,train,819,0,cút Cho nó nhanh,0
ViHSD,train,820,0,"Qua đài Loan mà tìm chứ nó mới giỏi , ngồi đó mà nói dốc",0
ViHSD,train,821,0,thien duong cs ngo that biet tq mun hai vn ma van tiep tay cho tq,2
ViHSD,train,822,0,Xem mà máu dồn lên não luôn,0
ViHSD,train,823,0,@username đẹp đôi với chị trang quá,0
ViHSD,train,824,0,Page PR k mà @username ơi hehe,0
ViHSD,train,825,0,"Đúng nghĩa "" Bóp Dái Cả Team "" Thầy đánh ntn Lủng hết rồi .",2
ViHSD,train,826,0,Tức nhiên mày xạo quá,2
ViHSD,train,827,0,"Thay vì đi làm tóc , tốn tgian , có khi còn đ ra gì , t mua mẹ bộ tóc giả về cho nhanh =)))",0
ViHSD,train,828,0,Ngày này cũng tới,0
ViHSD,train,829,0,Quả demo làm e k ngủ dc =)),0
ViHSD,train,830,0,má coi y chang như nó nhìn mình nó chửi vậy lol,1
ViHSD,train,831,0,Mày là đàn ông hay đàn bà,0
ViHSD,train,832,0,Nhà nàng ở cạnh nhà tui,0
ViHSD,train,833,0,trẻ trâu à,1
ViHSD,train,834,0,Hình như là ĐHCN TPHCM !,0
ViHSD,train,835,0,@username,0
ViHSD,train,836,0,có 1 sự thật rằng nếu THP ko có nhiều tiền thì anh @username sẽ ko ngồi tù !,0
ViHSD,train,836,1,Oke !,0
ViHSD,train,836,2,Nếu THP ko có nhiều tiền thì giám định cái chai nó khác đi !,0
ViHSD,train,837,0,Ba gà,2
ViHSD,train,838,0,Sẵn đây e nói lun Hôm bữa e có nhặt được cộng lông ở nhà nghỉ ac nào đánh rơi thì tìm e e cho xin lại 😁,0
ViHSD,train,839,0,tự nhiên lại nghĩ đến cái ngày a nghỉ sờ chim,0
ViHSD,train,840,0,@username,0
ViHSD,train,841,0,"Luật sư nước ngoài hét ra lửa . LS ở VN hét ra khói Có lửa sẵn thì nó mạnh lên , còn không chỉ là đồ bỏ .",0
ViHSD,train,842,0,Mang cây ATM-cao lãnh ra đây cháu đg thiếu sữa =)),0
ViHSD,train,843,0,Ngộ l ghê ta ơi,1
ViHSD,train,844,0,Cút lên top đi ... việc còn lại cứ để bọn t lo,0
ViHSD,train,845,0,"Biết nói gì đây , an bài rồi nên làm việc có phúc trước khi về với cát bụi !",0
ViHSD,train,846,0,Mình mạnh dạn dự đoán là @username thích các bạn nữ xinh gái nha ❤ ️,0
ViHSD,train,847,0,nhìn ngon wa,0
ViHSD,train,848,0,Mỹ đập 456% thuế cộng thêm thuế của anh @username ri sắp bồi tiếp nữa thì Formosa chắc không qua khỏi con trăng này rồi .,0
ViHSD,train,848,1,Chắc ai đó sẽ buồn khi Formosa đòi lại tượng 50kg vàng .,0
ViHSD,train,849,0,chú nầy râu mọc nhìu wa,0
ViHSD,train,850,0,Happy new year,0
ViHSD,train,851,0,Tài @username nhiêng là mưu sự do nhân mà thành sự do thiên,0
ViHSD,train,852,0,Nghe có vẻ vô sinh nhưng lại sinh đôi,0
ViHSD,train,853,0,Cực kì thuyết phục anh ạ :)),0
ViHSD,train,854,0,Vẫn thua chàng trai có hàm răng trắng tinh này :v,0
ViHSD,train,855,0,Vn sao ko đề nghị bên dai lon tướt quất tịch trực khỏi dai lon về vn 1000 người sử nó,0
ViHSD,train,856,0,Lừa minh hiếu còn sủa,1
ViHSD,train,857,0,@username @username các cháu nằm trong thành phần nào :v,0
ViHSD,train,858,0,Câu của c kkkk,0
ViHSD,train,859,0,Chụp ảnh cưới ở Mộc Châu siêu xịnnnn,0
ViHSD,train,860,0,Xin video bác,0
ViHSD,train,861,0,Thằng trong fim said :,0
ViHSD,train,862,0,Không còn gì để nói =]],0
ViHSD,train,863,0,E điểm danh cmn hết rồi thầy khỏi lo :)),0
ViHSD,train,864,0,kenny you bảo thích ăn gà abe ơi,0
ViHSD,train,865,0,đã có @username ! hãy cười lên các bạn .... cười cho thế giới biết chúng ta đang hạnh phúc như thế nào !,0
ViHSD,train,866,0,Vậy ? Cái tiền hỗ trợ này sẽ vào túi ai ? Túi thằng xin hả ?,0
ViHSD,train,867,0,@username 2 trái mới dừa () :))),0
ViHSD,train,868,0,Stream trận nx ik a độ,0
ViHSD,train,869,0,Toàn ngu muội Đi ra đó mà đánh đi .,1
ViHSD,train,870,0,Ko lẽ a tạo trend Trình Thoại,0
ViHSD,train,871,0,Cùng nhau tự bảo vệ sức khoẻ chứ k phải vì miếng ăn sợ dịch bùng phát mà tranh nhau đi mua lương thực nhà nc nói rồi lương thực vẫn đủ cho nhân dân nhé,0
ViHSD,train,872,0,@username có vẻ mình ngược lại thì phải á c 😄 😄,0
ViHSD,train,873,0,"@username v m k biết đọc à , hãy viết trước khi đọc kĩ nha thằng óc cứt , mắt chưa rà hết chữ mà tay nhanh hơn não , mối nguy hiểm của xã hội",2
ViHSD,train,874,0,Toàn tin tào lao,0
ViHSD,train,875,0,Viết tiếng việt đi ấy ơi,0
ViHSD,train,876,0,Mía ... Nó tức á Chời ...,1
ViHSD,train,877,0,Bảo virus corona nó sống trong máu thì thua :)),0
ViHSD,train,878,0,Chị xinh quá em tức quá chị,0
ViHSD,train,879,0,Tình yêu vĩnh cửu đấy :)),0
ViHSD,train,880,0,Chất khỏi nói,0
ViHSD,train,881,0,phân vẫn giữa chọn trường ĐH ở HN và HCM,0
ViHSD,train,882,0,@username lúc nàyy 😊,0
ViHSD,train,883,0,Đéo ai bắt xem ?? =}},1
ViHSD,train,884,0,Có vẻ ngon,0
ViHSD,train,885,0,Nói dối lm trái tym đau ....,0
ViHSD,train,886,0,đẳng cấp anh ơi,0
ViHSD,train,887,0,Tốt nhất khuya rồi thì nên ngủ sớm !,0
ViHSD,train,888,0,Già mà dơ zạy aba,2
ViHSD,train,889,0,@username mang susan 0175 ra toàn thế giới :))),0
ViHSD,train,890,0,đungs v,0
ViHSD,train,891,0,"Sai ! Nhiều phụ nữ chỉ có cái loz là phụ nữ , còn đâu là sự xúc phạm nặng nề người nhìn đó bạn",2
ViHSD,train,892,0,@username bữa nào rảnh 3 chị em mình vô net rồi quay clip reaction giống vầy cho mau nổi,0
ViHSD,train,893,0,"@username , ổng đi vòng vòng là toang .",0
ViHSD,train,894,0,Bóng đá là rường cột của đất nước .,0
ViHSD,train,894,1,Nhờ những trận bóng đá này mới giúp được người dân Việt Nam quên đi nổi sầu Việt Nam vô địch địch vô .,0
ViHSD,train,895,0,Nghi vấn thầy chà trộn TTBL tu,0
ViHSD,train,896,0,Đm mặc sịp vào chim to vcl ạ =)))),1
ViHSD,train,897,0,Tiền mà k xem trọng sau này không có cháu mà húp,1
ViHSD,train,898,0,@username bệnh tâm thần chuyện có nói ko chuyện ko nói có làm cho cả cộng đồng người việt ở Mỹ quá bức xúc truyền thông pho bolsa tv giống @username bịa đặt chuyện có nói ko chuyện ko nói có,2
ViHSD,train,899,0,hay lắm ... tuy nghe không được hay cho lắm như mà vẫn thua @username MPT ❤ ❤,0
ViHSD,train,900,0,Toang quá toang =)),0
ViHSD,train,901,0,@username đắt vcd,1
ViHSD,train,902,0,Nếu mày mua hàng thật giá 150k thì ko ai nói gì .,0
ViHSD,train,902,1,Đây là hàng fake thưownc hiệu .,0
ViHSD,train,902,2,Giống như m mua iphone nhái vậy đó .,0
ViHSD,train,902,3,Thay vì mua con xiaomi chính hãng còn xịn hơn cái iphone fake,0
ViHSD,train,903,0,Các bác nên áp dụng gấp thôi,0
ViHSD,train,904,0,Vừa bằng nhiều chàng trai :)),0
ViHSD,train,905,0,Được a ưiii !,0
ViHSD,train,906,0,Bài này như lồn,2
ViHSD,train,907,0,Quá là phí thời gian,0
ViHSD,train,908,0,Những chú dâm loạn viên đâu tui muốn thấy cái mõm chó của mấy bạn,2
ViHSD,train,909,0,tự do vkl :3,0
ViHSD,train,910,0,Đi đâu cũng thấy mấy ông thuyết phục :v,0
ViHSD,train,911,0,Mấy thằng chó cs chắc tức lắm vì ng dân đã phá cái nơi cung cấp cứt cho tụi nó ăn .,2
ViHSD,train,912,0,"mình thờ ơ với nó , đến một ngày , nó sẽ đến tìm mình",0
ViHSD,train,913,0,"@username thế e hỏi là vd là bạn c bị chửi c có rút kinh nghiệm k ạ hay là c cũng muốn nghe chửi tiếp , ngta ý thức tốt từ trc đến nay rồi nhé ạ .",0
